Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
"1613|FJ844973.1 Lactobacillus fermentum strain IMAU20055 16S ribosomal RNA gene, partial sequence",1032,68,1506,61.62,65.87,93.55,151.81,993.96,843.49,1e-26,33958,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
"175245|FJ778477.1 Uncultured fungus clone Singleton_(159-1089_1025) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence",244,13,288,90.28,96.18,93.86,103.97,276.48,207.36,1e-26,4751,Eukaryota,Fungi,unk_p,unk_c,unk_o,unk_f,,
"562|EU897580.1 Escherichia coli strain 493/89 hydrogenase 4 membrane subunit (ECs3348) gene, complete cdsEU897581.1 Escherichia coli strain 86-24 hydrogenase 4 membrane subunit (ECs3348) gene, complete cdsEU897582.1 Escherichia coli strain 87-14 hydrogenase 4 membrane subunit (ECs3348) gene, complete cdsEU897583.1 Escherichia coli strain TB182A hydrogenase 4 membrane subunit (ECs3348) gene, complete cds",1708,71,1581,68.31,73.5,92.94,136.06,1754.91,1503.81,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|EU901390.1 Escherichia coli strain 493/89 hypothetical protein (ECs2009) gene, complete cds",1862,105,2313,94.47,99.78,94.67,100.22,2313.0,1568.78,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"1423|GQ120620.1 Bacillus subtilis strain JMC02 16S ribosomal RNA gene, partial sequence",730,59,1316,60.71,63.75,95.23,156.85,842.24,568.51,1e-26,186817,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Bacillaceae,,
"1613|EU825658.1 Lactobacillus fermentum strain 1 16S ribosomal RNA gene, partial sequence",854,70,1554,43.69,48.13,90.78,207.75,1585.08,663.49,1e-26,33958,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
"643680|FN393073.1 Saccharomyces cerevisiae EC1118 chromosome VIII, EC1118_1H23 genomic scaffold, whole genome shotgun sequence",23140,2016,44323,25.87,27.3,94.76,366.31,21718.27,17736.31,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"643680|FN393084.1 Saccharomyces cerevisiae EC1118 chromosome XIV, EC1118_1N26 genomic scaffold, whole genome shotgun sequence",133752,1137,24989,50.35,50.81,99.1,196.83,161428.94,130379.19,1e-26,4932,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
"1280|GQ915272.1 Staphylococcus aureus plasmid pSK53, partial sequence",16362,1113,24475,27.78,28.8,96.44,347.16,26188.25,13304.85,1e-26,1279,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
"1280|GQ900472.1 Staphylococcus aureus plasmid pWBG756, partial sequence",335956,1112,24456,29.56,31.15,94.88,320.99,559064.16,332632.4,1e-26,90964,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,,
"40410|AB505024.1 Filobasidiella neoformans CnLIG4 gene for DNA ligase IV, complete cds, strain: B4500",17144,402,8840,78.09,80.71,96.75,123.9,22365.199999999997,15974.16,1e-26,5206,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,
"77133|GQ491293.1 Uncultured bacterium clone PM9t2_a04b03 16S ribosomal RNA gene, partial sequence",720,63,1386,89.11,96.32,92.51,103.82,1330.56,551.12,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"523796|FN377602.2 Staphylococcus aureus subsp. aureus ST398 multiresistance plasmid pKKS825, complete sequence, strain ST398",11073834,652,14362,53.38,57.56,92.74,173.73,5872765.42,11071876.47,1e-26,90964,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,,
"559292|NM_001178724.1 Saccharomyces cerevisiae S288c putative ATP-dependent permease ADP1 (ADP1), partial mRNA",5168,143,3150,90.73,96.83,93.7,103.28,6835.5,4753.47,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"559292|NM_001178799.1 Saccharomyces cerevisiae S288c CCR4-NOT core subunit CDC39 (CDC39), partial mRNA",7198,287,6327,65.72,69.04,95.19,144.85,7972.02,6378.6,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"559292|NM_001181691.3 Saccharomyces cerevisiae S288c Rav1p (RAV1), partial mRNA",6744,185,4074,88.49,94.94,93.2,105.33,8188.739999999999,6207.7,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"559292|NM_001182682.1 Saccharomyces cerevisiae S288c Ecm5p (ECM5), partial mRNA",3680,192,4236,49.93,52.88,94.42,189.11,4108.92,3140.12,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"559292|NM_001184139.1 Saccharomyces cerevisiae S288c Puf2p (PUF2), partial mRNA",8042,146,3228,83.8,88.32,94.88,113.22,8425.08,7611.89,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"77133|HM250374.1 Uncultured bacterium clone ncd157b08c1 16S ribosomal RNA gene, partial sequence",1074,62,1372,70.48,73.76,95.55,135.57,1015.28,900.43,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"712938|CP002033.1 Lactobacillus fermentum CECT 5716, complete genome",65211574,94760,2100449,77.4,79.89,96.88,125.17,94730249.9,64927842.12,1e-26,2742598,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,
"316401|FN649414.1 Escherichia coli ETEC H10407, complete genomeCP007594.1 Escherichia coli strain SEC470, complete genome",4618538,234360,5153435,30.12,31.99,94.14,312.57,5823381.55,3960727.73,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
287|HQ326205.1 Pseudomonas aeruginosa strain SMC4489 CRISPR repeat sequence,1750,117,2592,53.7,60.26,89.12,165.94,2488.3199999999997,1425.96,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"77133|JF124979.1 Uncultured bacterium clone ncd1447c08c1 16S ribosomal RNA gene, partial sequence",2036,62,1372,95.85,101.68,94.27,98.35,2565.6400000000003,1856.14,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|JF194894.1 Uncultured bacterium clone ncd2256h09c2 16S ribosomal RNA gene, partial sequence",1144,62,1368,66.08,71.2,92.81,140.45,1313.28,970.11,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"1639|HQ703571.1 Listeria monocytogenes strain F2379 listeriolysin O gene, complete cds",896,72,1590,65.97,69.18,95.36,144.55,1097.1,700.57,1e-26,186820,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Listeriaceae,,
"936153|CP002491.1 Enterococcus faecalis 62, complete genome",89595880,134398,2988673,62.47,64.28,97.19,155.57,114854703.39,89193489.62,1e-26,1350,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,
"474186|CP002621.1 Enterococcus faecalis OG1RF, complete genome",41851690,123978,2739625,41.46,43.01,96.4,232.52,53751442.5,41481218.35,1e-26,1350,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,
"559292|NM_001178218.2 Saccharomyces cerevisiae S288c serine/threonine protein kinase CDC15 (CDC15), partial mRNAXM_015476505.1 PREDICTED: Marmota marmota marmota cell division control protein 15 (LOC107134396), mRNA",2422,133,2925,77.64,84.31,92.09,118.61,3802.5,2050.45,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"559292|NM_001178328.2 Saccharomyces cerevisiae S288c DNA-binding protein kinase TEL1 (TEL1), partial mRNA",13292,380,8364,85.45,90.65,94.26,110.31,19488.12,12192.62,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"559292|NM_001178393.2 Saccharomyces cerevisiae S288c protein phosphatase regulator GIP1 (GIP1), partial mRNA",1364,87,1920,74.48,77.6,95.97,128.86,1497.6000000000001,1122.94,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"696406|CP002729.1 Escherichia coli UMNK88, complete genome",5513572,235832,5186416,20.66,22.0,93.91,454.45,6794204.96,4844767.39,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"27292|FR820659.1 Saccharomyces pastorianus suc4 gene for invertase, strain NBRC 2003",3066,75,1670,93.11,98.14,94.87,101.89,2488.3,2845.38,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"4931|FN677930.2 Saccharomyces bayanus genomic DNA sequence containing multiple Saccharomyces cerevisiae transferred regions, type strain CBS 380T",184394,1401,30803,74.83,77.0,97.18,129.87,244883.85,180231.53,1e-26,4930,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,
"287|JN000304.1 Pseudomonas aeruginosa strain T-1 16S ribosomal RNA gene, partial sequence",1348,69,1536,85.74,90.36,94.88,110.66,1382.4,1152.1,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"4932|HQ615872.1 Saccharomyces cerevisiae strain 59A COS4 pseudogene, partial sequence; hypothetical protein (59A_0056g), hypothetical protein (59A_0012g), hypothetical protein (59A_0023g), and hypothetical protein (59A_0034g) genes, complete cds; and 59A_0045g pseudogene, partial sequence",13564,821,18058,34.51,36.52,94.51,273.86,16252.2,11286.67,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"930407|AB602252.1 Escherichia coli O157:H39 DNA, O-antigen biosynthesis gene cluster, strain: PV57",256684,2685,59016,25.15,27.59,91.15,362.44,409571.04000000004,248739.3,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"941193|CP002496.1 Pseudomonas aeruginosa M18, complete genome",13567118,287429,6327754,49.93,52.58,94.96,190.18,21451086.060000002,12728682.91,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"155900|HQ747563.1 Uncultured organism clone ELU0023-T100-S-NIPCRAMgANb_000345 small subunit ribosomal RNA gene, partial sequence",1114,67,1476,93.9,98.44,95.39,101.58,1446.48,927.79,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"155900|HQ802252.1 Uncultured organism clone ELU0150-T457-S-NIPCRAMgANa_000466 small subunit ribosomal RNA gene, partial sequence",968,67,1486,78.8,83.45,94.44,119.84,1233.3799999999999,782.81,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"155900|HQ761247.1 Uncultured organism clone ELU0047-T268-S-NIPCRAMgANa_000429 small subunit ribosomal RNA gene, partial sequence",1302,67,1479,80.19,89.59,89.51,111.62,2351.61,1113.33,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|JQ319905.1 Uncultured bacterium clone A42 16S ribosomal RNA gene, partial sequence",658,41,908,62.44,66.63,93.72,150.08,608.36,543.81,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"1423|JQ361069.1 Bacillus subtilis strain CYBS-20 16S ribosomal RNA gene, partial sequence",1324,68,1495,88.36,99.8,88.54,100.2,2496.65,1133.22,1e-26,186817,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Bacillaceae,,
"4932|JQ277730.1 Saccharomyces cerevisiae strain YJM789 35S ribosomal RNA gene, external transcribed spacer 2, and 26S ribosomal RNA gene, complete sequence; Tar1p (TAR1) gene, complete cds; internal transcribed spacer 2 and 5.8S ribosomal RNA gene, complete sequence; Ylr154w-ep (YLR154W-E) gene, complete cds; internal transcribed spacer 1, complete sequence; Ylr154w-fp (YLR154W-F) gene, complete cds; and 18S ribosomal RNA gene, external transcribed spacer 1, and 5S ribosomal RNA gene, complete sequence",25860,412,9076,53.05,54.11,98.05,184.81,35124.12,24647.02,1e-26,4930,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,
"1280|JQ066314.1 Staphylococcus aureus strain JP1 RsbU (rsbU), RsbV (rsbV), RsbW (rsbW), and SigB (sigB) genes, complete cds",8032,146,3210,89.69,91.62,97.89,109.15,10785.6,7604.24,1e-26,1279,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
"178876|JQ277267.1 Cryptococcus neoformans var. grubii transposon Cnirt6 hypothetical protein and transposase domain-containing protein genes, complete cds",110598,348,7660,99.16,99.97,99.19,100.03,165226.2,109556.74,1e-26,5207,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus neoformans
"178876|JQ277268.1 Cryptococcus neoformans var. grubii retrotransposon Tcn12 gag-pol polyprotein gene, complete cds",17234,246,5411,96.38,100.46,95.93,99.54,27974.87,16509.23,1e-26,1884633,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,,
"910348|CP002291.1 Escherichia coli P12b, complete genome",15096316,224131,4935294,40.38,42.28,95.51,236.52,16039705.5,14437036.55,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|JX050263.1 Escherichia coli strain 049766 secreted autotransporter toxin (Sat) gene, complete cds",53538,176,3888,99.79,100.08,99.72,99.92,59097.6,53009.59,1e-26,562,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
"4932|NG_042623.1 Saccharomyces cerevisiae NRRL Y-12632 28S rRNA, partial sequence; from TYPE materialJQ689017.1 Saccharomyces cerevisiae strain NRRL Y-12632 26S ribosomal RNA gene, partial sequence",7698,149,3284,95.37,99.6,95.75,100.4,11231.28,7261.09,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"1093787|CP003149.1 Pseudomonas aeruginosa DK2, complete genome",6639306,291096,6402658,29.42,31.21,94.27,320.45,10500359.12,5814924.95,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"1639|JN235998.1 Listeria monocytogenes strain J3976 type I RM system HsdR gene, partial cds; Mrr, DNA/RNA helicase, hypothetical protein, lipoprotein, and McrB genes, complete cds; and threonine aldolase gene, partial cds",1113344,421,9263,99.84,99.98,99.86,100.02,1677251.41,1112080.35,1e-26,1639,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes
"1613|JQ973612.1 Lactobacillus fermentum strain 40Mosuero 16S ribosomal RNA gene, partial sequence",904,68,1497,89.65,94.52,94.84,105.8,1422.1499999999999,718.74,1e-26,33958,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
"40410|GU903010.2 Cryptococcus neoformans var. neoformans Tao3 (TAO3) gene, complete cds",11766,380,8359,71.36,76.04,93.85,131.51,14795.43,10672.57,1e-26,1884633,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,,
"77133|JX252595.1 Uncultured bacterium clone SK038.2.C.003 16S ribosomal RNA gene, partial sequence",410,36,808,54.83,63.74,86.02,156.89,799.92,311.8,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,,,
"1206105|CP003726.1 Enterococcus faecalis D32, complete genome",370127948,129346,2987450,76.37,77.88,98.06,128.4,466968309.5,369740090.37,1e-26,1350,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,
"175245|JX174763.1 Uncultured fungus isolate FICUS 035 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",1616,70,1546,87.65,96.64,90.7,103.48,2442.6800000000003,1416.7,1e-26,4751,Eukaryota,Fungi,unk_p,unk_c,unk_o,unk_f,,
"175245|JX174765.1 Uncultured fungus isolate FICUS 037 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",1314,63,1396,81.88,88.61,92.4,112.85,1661.24,1135.15,1e-26,4751,Eukaryota,Fungi,unk_p,unk_c,unk_o,unk_f,,
"559292|NM_001178488.3 Saccharomyces cerevisiae S288c GTPase-activating protein IRA1 (IRA1), partial mRNA",8426,422,9279,64.92,69.59,93.29,143.7,17722.89,7239.93,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
863767|FR720325.1 Listeria monocytogenes serotype 7 str. SLCC2482 complete genome,1963596,133595,2936689,29.6,31.52,93.89,317.24,2877955.2199999997,1596851.1,1e-26,186820,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Listeriaceae,,
"235443|CP003824.1 Cryptococcus neoformans var. grubii H99 chromosome 5, complete sequence",7315980,82508,1814975,95.95,98.44,97.47,101.58,9546768.5,7072136.35,1e-26,5206,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,
"235443|CP003830.1 Cryptococcus neoformans var. grubii H99 chromosome 11, complete sequence",5809618,71021,1561994,94.92,97.79,97.06,102.26,7325751.86,5599984.27,1e-26,5206,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,
"235443|CP003832.1 Cryptococcus neoformans var. grubii H99 chromosome 13, complete sequence",1360802,34427,756744,23.53,23.87,98.58,419.02,1657269.3599999999,1260916.27,1e-26,5207,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus neoformans
"1230340|HF558398.1 Listeria monocytogenes serotype 4b str. LL195, complete genomeCP007492.1 Listeria monocytogenes strain NE dc2014, complete genome",7721742,132038,2904662,19.32,20.14,95.9,496.4,9904897.42,7334505.48,1e-26,186820,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Listeriaceae,,
"1613|JX845643.1 Lactobacillus fermentum strain UFLA CH85 16S ribosomal RNA gene, partial sequence",1500,63,1394,82.14,88.59,92.71,112.87,2230.4,1320.0,1e-26,33958,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
"1261557|HF558530.1 Enterococcus faecalis str. Symbioflor 1, complete genome",101437144,126195,2810675,41.33,42.82,96.51,233.54,126311734.5,101059184.73,1e-26,1350,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,
"77133|JX396145.1 Uncultured bacterium clone NYS001956 16S ribosomal RNA gene, partial sequence",404,34,769,68.79,74.38,92.48,134.44,569.06,310.18,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"1643|NR_076237.1 Listeria welshimeri strain SLCC5334 23S ribosomal RNA gene, complete sequence",1950,133,2931,63.08,68.07,92.68,146.92,4630.9800000000005,1584.05,1e-26,186820,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Listeriaceae,,
"77133|KC523898.1 Uncultured bacterium clone H137 16S ribosomal RNA gene, partial sequence",382,33,731,75.38,79.62,94.67,125.6,584.8000000000001,292.87,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KC524268.1 Uncultured bacterium clone ZHB91 16S ribosomal RNA gene, partial sequence",582,33,731,76.61,83.72,91.5,119.44,789.48,489.41,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|JX925210.1 Uncultured bacterium clone G7DUZBG01A73R6 16S ribosomal RNA gene, partial sequence",336,21,474,93.04,97.26,95.66,102.82,459.78,276.5,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"1280|KC561137.1 Staphylococcus aureus strain 1 plasmid pSA8589, complete sequence",621918,316,6962,58.16,60.38,96.31,165.6,1255944.8,620968.35,1e-26,1279,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
"767453|CP005958.1 Lactobacillus fermentum F-6, complete genome",27507704,93608,2064620,74.11,77.42,95.72,129.16,38092239.0,27228148.73,1e-26,33958,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
"1280|AB705453.1 Staphylococcus aureus DNA, staphylococcal cassette chromosomes, strain: JCSC6690",509548,1490,32753,73.07,77.77,93.95,128.58,564006.6599999999,505094.63,1e-26,90964,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,,
"77133|KC563261.1 Uncultured bacterium clone S9S_27 16S ribosomal RNA gene, partial sequence",496,28,637,78.02,84.93,91.87,117.74,541.4499999999999,415.45,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KC565040.1 Uncultured bacterium clone S4I_04 16S ribosomal RNA gene, partial sequence",600,28,636,87.89,99.53,88.31,100.47,1259.28,518.51,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,,,
"1613|KF149167.1 Lactobacillus fermentum strain IMAU32493 16S ribosomal RNA gene, partial sequence",1182,62,1383,77.15,80.69,95.61,123.92,1120.23,1005.93,1e-26,33958,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
"1351|KF303418.1 Enterococcus faecalis strain UepopsBZ18.506 16S ribosomal RNA gene, partial sequence",568,31,687,74.24,77.29,96.05,129.38,528.99,480.74,1e-26,81852,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,,
"1193576|CP003979.1 Staphylococcus aureus subsp. aureus CN1, complete genome",1795236,125162,2751266,19.74,21.09,93.59,474.1,2173500.14,1452377.87,1e-26,90964,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,,
1352355|CP006728.1 Pseudomonas aeruginosa c7447m genome,6248408,284724,6262205,35.06,37.23,94.15,268.58,10082150.05,5443868.66,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"1385755|CP006698.1 Synthetic Escherichia coli C321.deltaA, complete sequence",3572028,211201,4643553,29.76,31.64,94.08,316.11,4364939.819999999,2985585.8,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"4932|KF626448.1 Saccharomyces cerevisiae strain CICC32919 glutamine-fructose-6-phosphate transaminase (GFA1) gene, complete cds",3230,98,2154,92.53,98.56,93.88,101.46,2907.9,2947.51,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"1408272|CP006937.1 Pseudomonas aeruginosa LES431, complete genome",10471192,297648,6550070,43.19,45.78,94.34,218.43,17423186.2,9611153.41,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"1427342|CP006931.1 Pseudomonas aeruginosa SCV20265, complete genome",11751580,305555,6725183,45.65,48.2,94.71,207.45,18427001.42,10865888.03,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
1393540|KC246910.1 Uncultured bacterium Contig230 genomic sequence,1152,92,2032,57.43,60.43,95.03,165.47,1219.2,902.09,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
1393560|KC246923.1 Uncultured bacterium Contig365 genomic sequence,11330,346,7604,70.38,73.45,95.83,136.15,22279.72,10333.01,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
1393593|KC246947.1 Uncultured bacterium Contig593 genomic sequence,2052,180,3965,67.99,72.11,94.3,138.68,2854.7999999999997,1569.07,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
1393487|KC247070.1 Uncultured bacterium Contig1670 genomic sequence,4444,168,3700,73.97,79.05,93.57,126.5,5402.0,3963.5,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"175245|KF800338.1 Uncultured fungus clone CMH247 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",770,48,1060,75.09,81.98,91.6,121.98,1505.1999999999998,636.67,1e-26,4751,Eukaryota,Fungi,unk_p,unk_c,unk_o,unk_f,,
"1448140|CP007147.1 Pseudomonas aeruginosa YL84, complete genome",9056216,292403,6433441,39.95,42.31,94.41,236.34,13703229.33,8215589.67,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"1613|KF030759.1 Lactobacillus fermentum strain M10-4 16S ribosomal RNA gene, partial sequence",856,70,1545,53.98,57.09,94.56,175.17,880.65,666.44,1e-26,33958,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
"1613|KF030762.1 Lactobacillus fermentum strain M10-7 16S ribosomal RNA gene, partial sequence",1978,70,1544,67.03,73.9,90.71,135.32,2146.16,1776.87,1e-26,33958,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
"1613|KF030773.1 Lactobacillus fermentum strain E10-15 16S ribosomal RNA gene, partial sequence",914,70,1542,64.53,69.33,93.08,144.25,1063.98,723.51,1e-26,33958,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
"1287066|CP004081.1 Enterococcus faecalis DENG1, complete genome",64424788,133600,2961043,44.01,45.69,96.33,218.86,81221409.49,64025092.6,1e-26,1350,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,
"1457188|CP007210.1 Listeria monocytogenes WSLC1042, complete genome",8848872,133723,2942168,20.61,21.27,96.9,470.09,11650985.28,8455663.52,1e-26,1637,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,
"77133|KF335479.1 Uncultured bacterium clone G250WV301BD8PK 16S ribosomal RNA gene, partial sequenceKF336189.1 Uncultured bacterium clone G250WV301BC6Y3 16S ribosomal RNA gene, partial sequence",284,21,473,82.66,89.01,92.87,112.35,420.97,225.5,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
